Sec,Ah,V,A,S,D 
70.37,16.0,65.77,0.0,0.0,0.0
70.58,6.0,67.77,0.0,0.0,0.0
70.78,8.0,64.77,0.0,0.0,0.0
70.99,5.0,62.77,0.0,0.0,0.0
71.2,11.0,65.77,0.0,0.0,0.0
71.42,18.0,68.77,0.0,0.0,0.0
71.62,13.0,67.77,0.0,0.0,0.0
71.84,5.0,66.77,0.0,0.0,0.0
72.05,14.0,61.77,0.0,0.0,0.0
72.26,13.0,64.77,0.0,0.0,0.0
72.47,17.0,62.77,0.0,0.0,0.0
72.67,10.0,64.77,0.0,0.0,0.0
72.87,16.0,62.77,0.0,0.0,0.0
73.08,6.0,59.77,0.0,0.0,0.0
73.28,19.0,62.77,0.0,0.0,0.0
73.49,14.0,65.77,0.0,0.0,0.0
73.69,10.0,60.77,0.0,0.0,0.0
73.91,6.0,61.77,0.0,0.0,0.0
74.11,18.0,68.77,0.0,0.0,0.0
74.31,8.0,68.77,0.0,0.0,0.0
74.53,15.0,67.77,0.0,0.0,0.0
74.73,11.0,68.77,0.0,0.0,0.0
74.94,11.0,60.77,0.0,0.0,0.0
75.14,5.0,66.77,0.0,0.0,0.0
75.35,17.0,60.77,0.0,0.0,0.0
75.55,10.0,61.77,0.0,0.0,0.0
75.75,7.0,67.77,0.0,0.0,0.0
75.95,18.0,65.77,0.0,0.0,0.0
76.16,17.0,59.77,0.0,0.0,0.0
76.38,20.0,61.77,0.0,0.0,0.0
76.58,7.0,61.77,0.0,0.0,0.0
76.78,8.0,58.77,0.0,0.0,0.0
76.98,5.0,62.77,0.0,0.0,0.0
77.19,14.0,59.77,0.0,0.0,0.0
77.39,16.0,66.77,0.0,0.0,0.0
77.6,14.0,63.77,0.0,0.0,0.0
77.8,10.0,65.77,0.0,0.0,0.0
78.01,13.0,58.77,0.0,0.0,0.0
78.21,16.0,65.77,0.0,0.0,0.0
78.43,11.0,68.77,0.0,0.0,0.0
78.63,6.0,68.77,0.0,0.0,0.0
78.84,11.0,62.77,0.0,0.0,0.0
79.04,7.0,61.77,0.0,0.0,0.0
79.24,10.0,67.77,0.0,0.0,0.0
79.44,15.0,68.77,0.0,0.0,0.0
79.66,19.0,66.77,0.0,0.0,0.0
79.86,8.0,67.77,0.0,0.0,0.0
80.07,6.0,65.77,0.0,0.0,0.0
80.27,19.0,68.77,0.0,0.0,0.0
80.47,11.0,64.77,0.0,0.0,0.0
80.68,16.0,62.77,0.0,0.0,0.0
80.88,9.0,62.77,0.0,0.0,0.0
81.09,17.0,66.77,0.0,0.0,0.0
81.29,15.0,59.77,0.0,0.0,0.0
81.49,11.0,67.77,0.0,0.0,0.0
81.7,12.0,62.77,0.0,0.0,0.0
81.9,15.0,63.77,0.0,0.0,0.0
82.1,9.0,62.77,0.0,0.0,0.0
82.32,21.0,66.77,0.0,0.0,0.0
82.52,20.0,61.77,0.0,0.0,0.0
82.73,12.0,62.77,0.0,0.0,0.0
82.93,6.0,60.77,0.0,0.0,0.0
83.13,5.0,61.77,0.0,0.0,0.0
83.33,18.0,61.77,0.0,0.0,0.0
83.54,15.0,62.77,0.0,0.0,0.0
83.74,12.0,68.77,0.0,0.0,0.0
83.95,8.0,62.77,0.0,0.0,0.0
84.15,6.0,63.77,0.0,0.0,0.0
84.36,19.0,62.77,0.0,0.0,0.0
84.57,10.0,58.77,0.0,0.0,0.0
84.79,7.0,58.77,0.0,0.0,0.0
84.99,10.0,59.77,0.0,0.0,0.0
85.19,6.0,61.77,0.0,0.0,0.0
85.4,9.0,63.77,0.0,0.0,0.0
85.61,18.0,64.77,0.0,0.0,0.0
85.81,17.0,62.77,0.0,0.0,0.0
86.01,6.0,59.77,0.0,0.0,0.0
86.22,18.0,67.77,0.0,0.0,0.0
86.42,17.0,60.77,0.0,0.0,0.0
86.64,15.0,59.77,0.0,0.0,0.0
86.84,5.0,62.77,0.0,0.0,0.0
87.04,18.0,65.77,0.0,0.0,0.0
87.25,13.0,67.77,0.0,0.0,0.0
87.45,6.0,64.77,0.0,0.0,0.0
87.67,18.0,68.77,0.0,0.0,0.0
87.87,7.0,58.77,0.0,0.0,0.0
88.07,5.0,58.77,0.0,0.0,0.0
88.28,8.0,61.77,0.0,0.0,0.0
88.48,13.0,58.77,0.0,0.0,0.0
88.69,8.0,64.77,0.0,0.0,0.0
88.9,8.0,65.77,0.0,0.0,0.0
89.1,6.0,66.77,0.0,0.0,0.0
89.31,20.0,64.77,0.0,0.0,0.0
89.51,18.0,65.77,0.0,0.0,0.0
89.71,5.0,67.77,0.0,0.0,0.0
89.93,11.0,64.77,0.0,0.0,0.0
90.13,15.0,62.77,0.0,0.0,0.0
90.34,15.0,67.77,0.0,0.0,0.0
90.54,6.0,67.77,0.0,0.0,0.0
90.74,8.0,66.77,0.0,0.0,0.0
90.95,17.0,58.77,0.0,0.0,0.0
91.15,16.0,66.77,0.0,0.0,0.0
91.37,11.0,67.77,0.0,0.0,0.0
91.57,14.0,67.77,0.0,0.0,0.0
91.78,15.0,64.77,0.0,0.0,0.0
91.99,20.0,59.77,0.0,0.0,0.0
92.19,16.0,58.77,0.0,0.0,0.0
92.39,21.0,67.77,0.0,0.0,0.0
92.6,19.0,65.77,0.0,0.0,0.0
92.81,6.0,61.77,0.0,0.0,0.0
93.03,20.0,63.77,0.0,0.0,0.0
93.23,17.0,67.77,0.0,0.0,0.0
93.44,10.0,65.77,0.0,0.0,0.0
93.65,11.0,67.77,0.0,0.0,0.0
93.85,9.0,68.77,0.0,0.0,0.0
94.07,15.0,65.77,0.0,0.0,0.0
94.27,19.0,61.77,0.0,0.0,0.0
94.48,15.0,64.77,0.0,0.0,0.0
94.68,8.0,66.77,0.0,0.0,0.0
94.9,13.0,65.77,0.0,0.0,0.0
95.1,15.0,68.77,0.0,0.0,0.0
95.3,11.0,68.77,0.0,0.0,0.0
95.51,19.0,59.77,0.0,0.0,0.0
95.71,6.0,65.77,0.0,0.0,0.0
95.93,11.0,65.77,0.0,0.0,0.0
96.13,13.0,68.77,0.0,0.0,0.0
96.33,12.0,62.77,0.0,0.0,0.0
96.54,21.0,61.77,0.0,0.0,0.0
96.74,6.0,65.77,0.0,0.0,0.0
96.94,7.0,67.77,0.0,0.0,0.0
97.15,20.0,60.77,0.0,0.0,0.0
97.35,11.0,61.77,0.0,0.0,0.0
97.55,21.0,59.77,0.0,0.0,0.0
97.77,12.0,58.77,0.0,0.0,0.0
97.97,11.0,65.77,0.0,0.0,0.0
98.18,10.0,66.77,0.0,0.0,0.0
98.38,19.0,60.77,0.0,0.0,0.0
98.58,5.0,62.77,0.0,0.0,0.0
98.79,6.0,63.77,0.0,0.0,0.0
99.01,17.0,66.77,0.0,0.0,0.0
99.22,15.0,62.77,0.0,0.0,0.0
99.44,20.0,58.77,0.0,0.0,0.0
99.64,10.0,59.77,0.0,0.0,0.0
99.85,12.0,66.77,0.0,0.0,0.0
100.05,19.0,65.77,0.0,0.0,0.0
100.25,19.0,65.77,0.0,0.0,0.0
100.46,19.0,65.77,0.0,0.0,0.0
100.67,7.0,59.77,0.0,0.0,0.0
100.88,10.0,58.77,0.0,0.0,0.0
101.08,13.0,66.77,0.0,0.0,0.0
101.28,9.0,59.77,0.0,0.0,0.0
101.5,20.0,67.77,0.0,0.0,0.0
101.72,10.0,58.77,0.0,0.0,0.0
101.92,11.0,60.77,0.0,0.0,0.0
102.12,11.0,66.77,0.0,0.0,0.0
102.33,19.0,64.77,0.0,0.0,0.0
102.53,21.0,66.77,0.0,0.0,0.0
102.73,6.0,67.77,0.0,0.0,0.0
102.94,12.0,64.77,0.0,0.0,0.0
103.14,20.0,64.77,0.0,0.0,0.0
103.35,11.0,61.77,0.0,0.0,0.0
103.55,6.0,67.77,0.0,0.0,0.0
103.76,18.0,58.77,0.0,0.0,0.0
103.97,17.0,62.77,0.0,0.0,0.0
104.17,13.0,66.77,0.0,0.0,0.0
104.37,20.0,68.77,0.0,0.0,0.0
104.57,8.0,59.77,0.0,0.0,0.0
104.78,8.0,63.77,0.0,0.0,0.0
104.99,20.0,63.77,0.0,0.0,0.0
105.2,17.0,59.77,0.0,0.0,0.0
105.4,12.0,65.77,0.0,0.0,0.0
105.62,5.0,65.77,0.0,0.0,0.0
105.82,8.0,59.77,0.0,0.0,0.0
106.02,11.0,58.77,0.0,0.0,0.0
106.23,11.0,59.77,0.0,0.0,0.0
106.43,10.0,61.77,0.0,0.0,0.0
106.63,19.0,68.77,0.0,0.0,0.0
106.83,21.0,65.77,0.0,0.0,0.0
107.05,14.0,58.77,0.0,0.0,0.0
107.25,8.0,67.77,0.0,0.0,0.0
107.46,19.0,61.77,0.0,0.0,0.0
107.67,18.0,67.77,0.0,0.0,0.0
107.88,19.0,58.77,0.0,0.0,0.0
108.1,9.0,58.77,0.0,0.0,0.0
108.31,16.0,67.77,0.0,0.0,0.0
108.53,7.0,62.77,0.0,0.0,0.0
108.75,17.0,67.77,0.0,0.0,0.0
108.95,17.0,66.77,0.0,0.0,0.0
109.16,6.0,68.77,0.0,0.0,0.0
109.36,8.0,68.77,0.0,0.0,0.0
109.57,13.0,62.77,0.0,0.0,0.0
109.78,16.0,65.77,0.0,0.0,0.0
109.98,17.0,61.77,0.0,0.0,0.0
110.18,17.0,63.77,0.0,0.0,0.0
110.4,12.0,62.77,0.0,0.0,0.0
110.6,10.0,63.77,0.0,0.0,0.0
110.81,16.0,64.77,0.0,0.0,0.0
111.01,6.0,59.77,0.0,0.0,0.0
111.23,15.0,65.77,0.0,0.0,0.0
111.43,13.0,64.77,0.0,0.0,0.0
111.65,10.0,58.77,0.0,0.0,0.0
111.85,20.0,62.77,0.0,0.0,0.0
112.07,16.0,64.77,0.0,0.0,0.0
112.27,7.0,60.77,0.0,0.0,0.0
112.48,17.0,59.77,0.0,0.0,0.0
112.68,5.0,63.77,0.0,0.0,0.0
112.88,16.0,61.77,0.0,0.0,0.0
113.1,14.0,64.77,0.0,0.0,0.0
113.3,10.0,62.77,0.0,0.0,0.0
113.51,6.0,66.77,0.0,0.0,0.0
113.71,5.0,61.77,0.0,0.0,0.0
113.92,7.0,60.77,0.0,0.0,0.0
114.12,15.0,59.77,0.0,0.0,0.0
114.34,17.0,63.77,0.0,0.0,0.0
114.54,9.0,67.77,0.0,0.0,0.0
114.74,19.0,63.77,0.0,0.0,0.0
114.95,10.0,65.77,0.0,0.0,0.0
115.16,16.0,58.77,0.0,0.0,0.0
115.36,21.0,67.77,0.0,0.0,0.0
115.58,12.0,65.77,0.0,0.0,0.0
115.8,14.0,63.77,0.0,0.0,0.0
116.0,19.0,64.77,0.0,0.0,0.0
116.2,14.0,62.77,0.0,0.0,0.0
116.41,5.0,61.77,0.0,0.0,0.0
116.61,20.0,62.77,0.0,0.0,0.0
116.83,13.0,61.77,0.0,0.0,0.0
117.03,15.0,58.77,0.0,0.0,0.0
117.24,15.0,63.77,0.0,0.0,0.0
117.45,15.0,65.77,0.0,0.0,0.0
117.65,20.0,62.77,0.0,0.0,0.0
117.85,6.0,58.77,0.0,0.0,0.0
118.06,11.0,59.77,0.0,0.0,0.0
118.27,7.0,63.77,0.0,0.0,0.0
118.48,21.0,68.77,0.0,0.0,0.0
118.68,9.0,64.77,0.0,0.0,0.0
118.88,21.0,63.77,0.0,0.0,0.0
119.09,19.0,64.77,0.0,0.0,0.0
119.29,14.0,60.77,0.0,0.0,0.0
119.49,20.0,67.77,0.0,0.0,0.0
119.71,9.0,63.77,0.0,0.0,0.0
119.91,9.0,66.77,0.0,0.0,0.0
120.11,18.0,63.77,0.0,0.0,0.0
120.33,11.0,67.77,0.0,0.0,0.0
120.55,8.0,67.77,0.0,0.0,0.0
120.75,10.0,62.77,0.0,0.0,0.0
120.97,8.0,59.77,0.0,0.0,0.0
121.17,17.0,67.77,0.0,0.0,0.0
121.37,18.0,65.77,0.0,0.0,0.0
121.59,21.0,63.77,0.0,0.0,0.0
121.79,9.0,61.77,0.0,0.0,0.0
122.0,19.0,62.77,0.0,0.0,0.0
122.2,19.0,64.77,0.0,0.0,0.0
122.42,11.0,61.77,0.0,0.0,0.0
122.62,9.0,60.77,0.0,0.0,0.0
122.84,6.0,68.77,0.0,0.0,0.0
123.04,14.0,65.77,0.0,0.0,0.0
123.24,8.0,60.77,0.0,0.0,0.0
123.45,18.0,58.77,0.0,0.0,0.0
123.65,18.0,62.77,0.0,0.0,0.0
123.86,5.0,67.77,0.0,0.0,0.0
124.08,9.0,63.77,0.0,0.0,0.0
124.3,8.0,64.77,0.0,0.0,0.0
124.5,21.0,63.77,0.0,0.0,0.0
124.7,12.0,65.77,0.0,0.0,0.0
124.9,12.0,60.77,0.0,0.0,0.0
125.11,8.0,64.77,0.0,0.0,0.0
125.31,17.0,68.77,0.0,0.0,0.0
125.53,17.0,60.77,0.0,0.0,0.0
125.74,20.0,61.77,0.0,0.0,0.0
125.96,11.0,64.77,0.0,0.0,0.0
126.16,10.0,61.77,0.0,0.0,0.0
126.37,7.0,65.77,0.0,0.0,0.0
126.57,10.0,63.77,0.0,0.0,0.0
126.77,8.0,65.77,0.0,0.0,0.0
126.98,13.0,60.77,0.0,0.0,0.0
127.18,10.0,63.77,0.0,0.0,0.0
127.38,13.0,59.77,0.0,0.0,0.0
0.21,12.0,65.77,0.0,0.0,0.0
0.42,15.0,64.77,0.0,0.0,0.0
0.63,12.0,61.77,0.0,0.0,0.0
0.84,14.0,60.77,0.0,0.0,0.0
1.05,12.0,63.77,0.0,0.0,0.0
1.25,9.0,64.77,0.0,0.0,0.0
1.48,5.0,67.77,0.0,0.0,0.0
1.7,20.0,63.77,0.0,0.0,0.0
1.9,8.0,62.77,0.0,0.0,0.0
2.11,17.0,58.77,0.0,0.0,0.0
2.31,17.0,65.77,0.0,0.0,0.0
2.52,21.0,60.77,0.0,0.0,0.0
2.73,19.0,67.77,0.0,0.0,0.0
2.94,12.0,63.77,0.0,0.0,0.0
3.15,14.0,62.77,0.0,0.0,0.0
3.37,14.0,59.77,0.0,0.0,0.0
3.58,21.0,58.77,0.0,0.0,0.0
3.8,12.0,58.77,0.0,0.0,0.0
4.02,9.0,59.77,0.0,0.0,0.0
4.23,20.0,58.77,0.0,0.0,0.0
4.44,18.0,68.77,0.0,0.0,0.0
4.66,9.0,64.77,0.0,0.0,0.0
4.87,14.0,58.77,0.0,0.0,0.0
5.08,21.0,62.77,0.0,0.0,0.0
5.3,5.0,66.77,0.0,0.0,0.0
5.5,17.0,62.77,0.0,0.0,0.0
5.7,8.0,58.77,0.0,0.0,0.0
5.91,8.0,58.77,0.0,0.0,0.0
6.13,13.0,62.77,0.0,0.0,0.0
6.34,15.0,62.77,0.0,0.0,0.0
6.55,13.0,67.77,0.0,0.0,0.0
6.75,6.0,59.77,0.0,0.0,0.0
6.95,11.0,61.77,0.0,0.0,0.0
7.16,20.0,61.77,0.0,0.0,0.0
7.37,8.0,59.77,0.0,0.0,0.0
7.57,20.0,62.77,0.0,0.0,0.0
7.78,5.0,60.77,0.0,0.0,0.0
7.99,9.0,59.77,0.0,0.0,0.0
8.19,21.0,62.77,0.0,0.0,0.0
8.4,7.0,60.77,0.0,0.0,0.0
8.6,15.0,61.77,0.0,0.0,0.0
8.8,21.0,58.77,0.0,0.0,0.0
9.01,7.0,68.77,0.0,0.0,0.0
9.22,16.0,63.77,0.0,0.0,0.0
9.42,9.0,64.77,0.0,0.0,0.0
9.62,20.0,60.77,0.0,0.0,0.0
9.82,12.0,65.77,0.0,0.0,0.0
10.03,9.0,66.77,0.0,0.0,0.0
10.23,19.0,62.77,0.0,0.0,0.0
10.43,10.0,63.77,0.0,0.0,0.0
10.64,18.0,62.77,0.0,0.0,0.0
10.85,5.0,62.77,0.0,0.0,0.0
11.06,5.0,61.77,0.0,0.0,0.0
11.26,12.0,68.77,0.0,0.0,0.0
11.47,19.0,64.77,0.0,0.0,0.0
11.68,17.0,66.77,0.0,0.0,0.0
11.89,18.0,64.77,0.0,0.0,0.0
12.1,12.0,66.77,0.0,0.0,0.0
12.3,6.0,58.77,0.0,0.0,0.0
12.51,16.0,67.77,0.0,0.0,0.0
12.71,18.0,64.77,0.0,0.0,0.0
12.92,5.0,64.77,0.0,0.0,0.0
13.13,6.0,61.77,0.0,0.0,0.0
13.33,9.0,67.77,0.0,0.0,0.0
13.54,8.0,67.77,0.0,0.0,0.0
13.74,7.0,66.77,0.0,0.0,0.0
13.95,9.0,60.77,0.0,0.0,0.0
14.16,6.0,58.77,0.0,0.0,0.0
14.36,11.0,60.77,0.0,0.0,0.0
14.56,18.0,65.77,0.0,0.0,0.0
14.77,21.0,62.77,0.0,0.0,0.0
14.97,15.0,66.77,0.0,0.0,0.0
15.18,12.0,68.77,0.0,0.0,0.0
15.38,18.0,67.77,0.0,0.0,0.0
15.58,14.0,60.77,0.0,0.0,0.0
15.79,21.0,59.77,0.0,0.0,0.0
16.0,16.0,62.77,0.0,0.0,0.0
16.2,14.0,65.77,0.0,0.0,0.0
16.41,13.0,67.77,0.0,0.0,0.0
16.61,8.0,58.77,0.0,0.0,0.0
16.81,14.0,58.77,0.0,0.0,0.0
17.02,16.0,61.77,0.0,0.0,0.0
17.23,12.0,58.77,0.0,0.0,0.0
17.45,17.0,67.77,0.0,0.0,0.0
17.66,10.0,63.77,0.0,0.0,0.0
17.87,18.0,60.77,0.0,0.0,0.0
18.08,19.0,64.77,0.0,0.0,0.0
18.28,15.0,65.77,0.0,0.0,0.0
18.48,7.0,60.77,0.0,0.0,0.0
18.7,18.0,63.77,0.0,0.0,0.0
18.91,16.0,67.77,0.0,0.0,0.0
19.11,12.0,66.77,0.0,0.0,0.0
19.32,9.0,67.77,0.0,0.0,0.0
19.52,6.0,59.77,0.0,0.0,0.0
19.72,21.0,61.77,0.0,0.0,0.0
19.93,9.0,67.77,0.0,0.0,0.0
20.13,6.0,68.77,0.0,0.0,0.0
20.34,10.0,62.77,0.0,0.0,0.0
20.54,7.0,62.77,0.0,0.0,0.0
20.74,14.0,63.77,0.0,0.0,0.0
20.95,18.0,67.77,0.0,0.0,0.0
21.16,20.0,63.77,0.0,0.0,0.0
21.38,14.0,63.77,0.0,0.0,0.0
21.58,17.0,62.77,0.0,0.0,0.0
21.79,15.0,68.77,0.0,0.0,0.0
21.99,7.0,60.77,0.0,0.0,0.0
22.2,6.0,61.77,0.0,0.0,0.0
22.41,6.0,67.77,0.0,0.0,0.0
22.62,19.0,66.77,0.0,0.0,0.0
22.82,15.0,60.77,0.0,0.0,0.0
23.03,19.0,64.77,0.0,0.0,0.0
23.23,14.0,68.77,0.0,0.0,0.0
23.43,21.0,60.77,0.0,0.0,0.0
23.64,8.0,61.77,0.0,0.0,0.0
23.84,20.0,60.77,0.0,0.0,0.0
24.05,10.0,61.77,0.0,0.0,0.0
24.26,9.0,67.77,0.0,0.0,0.0
24.46,12.0,64.77,0.0,0.0,0.0
24.66,5.0,60.77,0.0,0.0,0.0
24.86,6.0,59.77,0.0,0.0,0.0
25.07,10.0,58.77,0.0,0.0,0.0
25.27,9.0,60.77,0.0,0.0,0.0
25.47,11.0,67.77,0.0,0.0,0.0
25.68,11.0,59.77,0.0,0.0,0.0
25.9,15.0,59.77,0.0,0.0,0.0
26.11,13.0,68.77,0.0,0.0,0.0
26.32,6.0,68.77,0.0,0.0,0.0
26.52,18.0,64.77,0.0,0.0,0.0
26.72,9.0,59.77,0.0,0.0,0.0
26.93,5.0,66.77,0.0,0.0,0.0
27.14,20.0,66.77,0.0,0.0,0.0
27.35,8.0,61.77,0.0,0.0,0.0
27.55,18.0,65.77,0.0,0.0,0.0
27.75,16.0,64.77,0.0,0.0,0.0
27.95,8.0,59.77,0.0,0.0,0.0
28.16,12.0,65.77,0.0,0.0,0.0
28.36,19.0,67.77,0.0,0.0,0.0
28.57,8.0,64.77,0.0,0.0,0.0
28.78,10.0,62.77,0.0,0.0,0.0
28.99,7.0,68.77,0.0,0.0,0.0
29.2,21.0,68.77,0.0,0.0,0.0
29.4,8.0,63.77,0.0,0.0,0.0
29.61,9.0,66.77,0.0,0.0,0.0
29.81,9.0,61.77,0.0,0.0,0.0
30.02,19.0,64.77,0.0,0.0,0.0
30.22,17.0,61.77,0.0,0.0,0.0
30.42,11.0,62.77,0.0,0.0,0.0
30.63,12.0,66.77,0.0,0.0,0.0
30.83,14.0,67.77,0.0,0.0,0.0
31.04,11.0,63.77,0.0,0.0,0.0
31.24,16.0,62.77,0.0,0.0,0.0
31.45,10.0,63.77,0.0,0.0,0.0
31.65,10.0,65.77,0.0,0.0,0.0
31.86,6.0,58.77,0.0,0.0,0.0
32.07,5.0,63.77,0.0,0.0,0.0
32.28,16.0,68.77,0.0,0.0,0.0
32.48,7.0,62.77,0.0,0.0,0.0
32.69,18.0,58.77,0.0,0.0,0.0
32.89,15.0,61.77,0.0,0.0,0.0
33.1,10.0,62.77,0.0,0.0,0.0
33.3,19.0,63.77,0.0,0.0,0.0
33.5,16.0,61.77,0.0,0.0,0.0
33.71,7.0,67.77,0.0,0.0,0.0
33.92,12.0,61.77,0.0,0.0,0.0
34.13,10.0,67.77,0.0,0.0,0.0
34.34,11.0,63.77,0.0,0.0,0.0
34.56,11.0,64.77,0.0,0.0,0.0
34.77,16.0,63.77,0.0,0.0,0.0
34.97,21.0,62.77,0.0,0.0,0.0
35.18,15.0,59.77,0.0,0.0,0.0
35.38,12.0,68.77,0.0,0.0,0.0
35.58,11.0,63.77,0.0,0.0,0.0
35.8,13.0,62.77,0.0,0.0,0.0
36.0,20.0,61.77,0.0,0.0,0.0
36.21,16.0,59.77,0.0,0.0,0.0
36.42,10.0,60.77,0.0,0.0,0.0
36.62,8.0,67.77,0.0,0.0,0.0
36.83,9.0,66.77,0.0,0.0,0.0
37.04,6.0,66.77,0.0,0.0,0.0
37.24,5.0,67.77,0.0,0.0,0.0
37.44,10.0,61.77,0.0,0.0,0.0
37.65,16.0,59.77,0.0,0.0,0.0
37.86,10.0,67.77,0.0,0.0,0.0
38.06,12.0,61.77,0.0,0.0,0.0
38.27,21.0,65.77,0.0,0.0,0.0
38.48,15.0,60.77,0.0,0.0,0.0
38.68,10.0,68.77,0.0,0.0,0.0
38.89,11.0,61.77,0.0,0.0,0.0
39.1,6.0,59.77,0.0,0.0,0.0
39.3,7.0,58.77,0.0,0.0,0.0
39.52,15.0,63.77,0.0,0.0,0.0
39.72,14.0,66.77,0.0,0.0,0.0
39.93,11.0,58.77,0.0,0.0,0.0
40.14,6.0,58.77,0.0,0.0,0.0
40.34,11.0,58.77,0.0,0.0,0.0
40.55,6.0,65.77,0.0,0.0,0.0
40.76,12.0,64.77,0.0,0.0,0.0
40.97,6.0,64.77,0.0,0.0,0.0
41.18,5.0,68.77,0.0,0.0,0.0
41.39,14.0,60.77,0.0,0.0,0.0
41.6,17.0,68.77,0.0,0.0,0.0
41.8,18.0,61.77,0.0,0.0,0.0
42.02,21.0,58.77,0.0,0.0,0.0
42.22,18.0,64.77,0.0,0.0,0.0
42.42,21.0,59.77,0.0,0.0,0.0
42.63,7.0,59.77,0.0,0.0,0.0
42.83,7.0,64.77,0.0,0.0,0.0
43.04,9.0,68.77,0.0,0.0,0.0
43.25,15.0,59.77,0.0,0.0,0.0
43.46,12.0,60.77,0.0,0.0,0.0
43.67,17.0,65.77,0.0,0.0,0.0
43.88,5.0,58.77,0.0,0.0,0.0
44.09,17.0,61.77,0.0,0.0,0.0
44.3,7.0,59.77,0.0,0.0,0.0
44.52,15.0,61.77,0.0,0.0,0.0
44.72,16.0,67.77,0.0,0.0,0.0
44.93,21.0,68.77,0.0,0.0,0.0
45.14,15.0,58.77,0.0,0.0,0.0
45.34,21.0,62.77,0.0,0.0,0.0
45.54,11.0,61.77,0.0,0.0,0.0
45.75,6.0,59.77,0.0,0.0,0.0
45.95,14.0,62.77,0.0,0.0,0.0
46.16,10.0,65.77,0.0,0.0,0.0
46.37,19.0,58.77,0.0,0.0,0.0
46.58,9.0,58.77,0.0,0.0,0.0
46.78,18.0,68.77,0.0,0.0,0.0
46.99,5.0,61.77,0.0,0.0,0.0
47.2,13.0,68.77,0.0,0.0,0.0
47.41,14.0,62.77,0.0,0.0,0.0
47.62,10.0,59.77,0.0,0.0,0.0
47.83,11.0,67.77,0.0,0.0,0.0
48.04,10.0,61.77,0.0,0.0,0.0
48.25,19.0,60.77,0.0,0.0,0.0
48.47,15.0,66.77,0.0,0.0,0.0
48.68,19.0,62.77,0.0,0.0,0.0
48.88,5.0,64.77,0.0,0.0,0.0
49.09,5.0,59.77,0.0,0.0,0.0
49.3,15.0,68.77,0.0,0.0,0.0
49.5,13.0,63.77,0.0,0.0,0.0
49.72,16.0,61.77,0.0,0.0,0.0
49.93,15.0,67.77,0.0,0.0,0.0
50.14,8.0,62.77,0.0,0.0,0.0
50.34,11.0,58.77,0.0,0.0,0.0
50.54,7.0,58.77,0.0,0.0,0.0
50.74,15.0,60.77,0.0,0.0,0.0
50.95,17.0,65.77,0.0,0.0,0.0
51.16,5.0,65.77,0.0,0.0,0.0
51.36,7.0,64.77,0.0,0.0,0.0
51.57,6.0,66.77,0.0,0.0,0.0
51.78,10.0,60.77,0.0,0.0,0.0
51.99,15.0,60.77,0.0,0.0,0.0
52.19,20.0,59.77,0.0,0.0,0.0
52.39,16.0,65.77,0.0,0.0,0.0
52.59,8.0,59.77,0.0,0.0,0.0
52.79,13.0,68.77,0.0,0.0,0.0
52.99,15.0,63.77,0.0,0.0,0.0
53.2,19.0,60.77,0.0,0.0,0.0
53.41,10.0,59.77,0.0,0.0,0.0
53.62,17.0,68.77,0.0,0.0,0.0
53.83,7.0,66.77,0.0,0.0,0.0
54.03,11.0,67.77,0.0,0.0,0.0
54.23,6.0,59.77,0.0,0.0,0.0
54.44,9.0,67.77,0.0,0.0,0.0
54.65,15.0,64.77,0.0,0.0,0.0
54.85,15.0,67.77,0.0,0.0,0.0
55.05,14.0,63.77,0.0,0.0,0.0
55.25,7.0,62.77,0.0,0.0,0.0
55.45,11.0,60.77,0.0,0.0,0.0
55.65,21.0,60.77,0.0,0.0,0.0
55.86,13.0,64.77,0.0,0.0,0.0
56.07,8.0,68.77,0.0,0.0,0.0
56.28,16.0,66.77,0.0,0.0,0.0
56.48,11.0,67.77,0.0,0.0,0.0
56.68,7.0,68.77,0.0,0.0,0.0
56.89,16.0,68.77,0.0,0.0,0.0
57.09,12.0,60.77,0.0,0.0,0.0
57.3,17.0,67.77,0.0,0.0,0.0
57.51,6.0,63.77,0.0,0.0,0.0
57.71,21.0,65.77,0.0,0.0,0.0
57.91,18.0,68.77,0.0,0.0,0.0
58.12,8.0,60.77,0.0,0.0,0.0
58.32,10.0,60.77,0.0,0.0,0.0
58.53,19.0,62.77,0.0,0.0,0.0
58.73,6.0,62.77,0.0,0.0,0.0
58.94,14.0,61.77,0.0,0.0,0.0
59.14,17.0,62.77,0.0,0.0,0.0
59.35,17.0,59.77,0.0,0.0,0.0
59.56,18.0,58.77,0.0,0.0,0.0
59.76,5.0,61.77,0.0,0.0,0.0
59.97,16.0,58.77,0.0,0.0,0.0
60.17,6.0,68.77,0.0,0.0,0.0
60.38,7.0,61.77,0.0,0.0,0.0
60.58,9.0,59.77,0.0,0.0,0.0
60.79,8.0,65.77,0.0,0.0,0.0
60.99,5.0,62.77,0.0,0.0,0.0
61.19,14.0,62.77,0.0,0.0,0.0
61.39,6.0,66.77,0.0,0.0,0.0
61.6,12.0,60.77,0.0,0.0,0.0
61.81,10.0,63.77,0.0,0.0,0.0
62.01,7.0,67.77,0.0,0.0,0.0
62.22,5.0,65.77,0.0,0.0,0.0
62.43,13.0,65.77,0.0,0.0,0.0
62.63,13.0,61.77,0.0,0.0,0.0
62.84,9.0,68.77,0.0,0.0,0.0
63.04,19.0,61.77,0.0,0.0,0.0
